price_id,product_id,store_name,price,product_url,scraped_at
2249,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2250,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2251,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2252,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2253,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2254,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2255,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2256,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2257,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2258,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2259,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2260,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2261,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2262,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2263,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2264,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2265,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2266,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2267,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2268,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2269,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:13
2270,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2271,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2272,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2273,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2274,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2275,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2276,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2277,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2278,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2279,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2280,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2281,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2282,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2283,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2284,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2285,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2286,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2287,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2288,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2289,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2290,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2291,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2292,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2293,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2294,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
2295,111,Daraz,3971.00,https://www.daraz.com.np/products/ipro-s-501-aplus-4g-android-smart-phone-i127665045.html,2026-03-20 10:32:14
